user_id,first_name,last_name,age,gender,birthdate,sign_up_date,city,state,subscription_plan,activity_preference
user_242,Emily,Davis,20,Male,1994-01-08,2023-10-02,Oakland,California,Student,Functional Training
user_243,Linda,Johnson,36,Female,2005-03-06,2021-12-29,San Francisco,California,Student,Functional Training
user_244,Emily,Jones,37,Male,1995-09-29,2022-01-17,San Francisco,California,Pro,Yoga
user_245,Jessica,Jones,49,Female,2000-09-08,2022-07-15,Oakland,California,Basic,Yoga
user_246,Linda,Williams,24,Male,1998-03-26,2021-10-04,Los Angeles,California,Pro,Strength Training
user_247,Michael,Miller,58,Male,1967-03-01,2021-09-28,Oakland,California,Student,Cardio
user_248,Linda,Jones,50,Male,1968-12-27,2021-01-14,Los Angeles,California,Student,HIIT
user_249,Linda,Brown,57,Female,1958-02-01,2021-10-25,Fresno,California,Pro,Cardio
user_250,Emily,Wilson,56,Male,1988-07-18,2023-10-01,Sacramento,California,Pro,Functional Training
user_251,Jane,Jones,35,Female,1986-03-19,2022-04-09,Oakland,California,Student,Functional Training
user_252,Sarah,Miller,57,Male,1979-07-27,2022-06-11,Los Angeles,California,Basic,Strength Training
user_253,Linda,Rodriguez,18,Female,1974-11-23,2021-08-22,Oakland,California,Student,Strength Training
user_254,Daniel,Martinez,28,Male,1991-01-26,2022-07-29,Los Angeles,California,Pro,HIIT
user_255,Linda,Smith,45,Female,1964-05-04,2022-12-09,Sacramento,California,Student,Bodybuilding
user_256,Emily,Williams,42,Female,1958-03-07,2021-01-27,Los Angeles,California,Student,Cardio
user_257,Robert,Rodriguez,40,Non-binary,1992-01-03,2022-04-16,Fresno,California,Basic,Cardio
user_258,Sarah,Brown,48,Male,1978-08-17,2021-04-03,Los Angeles,California,Student,HIIT
user_259,Emily,Brown,47,Male,1996-11-21,2022-09-09,Los Angeles,California,Student,Cardio
user_260,Jane,Miller,59,Male,1999-12-09,2021-11-05,San Francisco,California,Student,Yoga
user_261,Sarah,Garcia,52,Female,2000-04-27,2021-02-21,San Francisco,California,Pro,Functional Training
user_262,Linda,Williams,24,Female,2004-06-16,2021-11-15,Los Angeles,California,Pro,Cardio
user_263,Chris,Williams,33,Female,1972-05-11,2023-08-27,San Francisco,California,Basic,Bodybuilding
user_264,Emily,Rodriguez,43,Male,1980-04-29,2021-06-30,San Francisco,California,Student,Cardio
user_265,Linda,Jones,19,Male,1990-05-15,2022-07-23,San Francisco,California,Pro,Bodybuilding
user_266,Robert,Martinez,18,Male,1963-03-08,2021-04-30,Oakland,California,Basic,HIIT
user_267,Chris,Jones,29,Non-binary,1977-03-20,2023-03-31,Oakland,California,Student,HIIT
user_268,Robert,Garcia,22,Female,1987-01-30,2023-05-25,Sacramento,California,Basic,Bodybuilding
user_269,Jessica,Davis,54,Non-binary,1960-08-31,2021-02-12,San Francisco,California,Basic,Strength Training
user_270,Robert,Davis,49,Male,1987-08-31,2022-10-09,Los Angeles,California,Basic,Strength Training
user_271,Michael,Johnson,26,Female,1976-02-11,2023-06-04,Sacramento,California,Basic,Yoga
user_272,Jane,Wilson,58,Female,1969-11-08,2023-07-27,Fresno,California,Basic,Bodybuilding
user_273,David,Rodriguez,52,Male,1962-01-17,2021-09-17,Los Angeles,California,Basic,Bodybuilding
user_274,Jane,Miller,36,Female,1978-01-25,2021-07-16,San Francisco,California,Basic,Strength Training
user_275,Laura,Moore,33,Non-binary,1975-08-24,2022-10-07,San Jose,California,Student,HIIT
user_276,David,Moore,20,Female,2002-11-11,2023-08-29,Los Angeles,California,Student,Yoga
user_277,Laura,Moore,37,Female,1989-03-25,2021-09-12,Los Angeles,California,Basic,Strength Training
user_278,Sarah,Garcia,41,Male,1976-09-26,2023-09-28,Fresno,California,Student,Bodybuilding
user_279,Jessica,Martinez,50,Male,1974-05-09,2023-01-02,San Francisco,California,Basic,Cardio
user_280,Sarah,Williams,41,Non-binary,1999-11-17,2021-12-02,Los Angeles,California,Student,Bodybuilding
user_281,Emily,Brown,28,Male,1971-12-24,2022-07-07,San Francisco,California,Pro,Functional Training
user_282,Michael,Garcia,25,Female,1987-12-06,2022-05-17,Los Angeles,California,Basic,Functional Training
